"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal8.feature: [6] Should add or subtract durations","211","test_should_add_or_subtract_durations[{years: 12.5, months: 5.5, days: 14.5, hours: 16.5, minutes: 12.5, seconds: 70.5, nanoseconds: 3}-{years: 12.5, months: 5.5, days: 14.5, hours: 16.5, minutes: 12.5, seconds: 70.5, nanoseconds: 3}-'P25Y10M58DT67H56M27.000000006S'-'PT0S']","tests.tck","Thu May 14 14:00:35 CST 2026","broken","Thu May 14 14:00:35 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/null/Null2.feature: [5] IS NOT NULL on a map","44","test_is_not_null_on_a_map[{name: 'Mats', name2: 'Pontus'}-name2-true]","tests.tck","Thu May 14 13:59:05 CST 2026","passed","Thu May 14 13:59:05 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/useCases/countingSubgraphMatches/CountingSubgraphMatches1.feature: [8] Directed match of a simple relationship, count","122","test_directed_match_of_a_simple_relationship_count","tests.tck","Thu May 14 14:01:45 CST 2026","failed","Thu May 14 14:01:45 CST 2026","","test_use_cases","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal4.feature: [9] Should store date time","111","test_should_store_date_time[datetime({year: 1912})-'1912-01-01T00:00Z']","tests.tck","Thu May 14 14:00:28 CST 2026","broken","Thu May 14 14:00:28 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier11.feature: [4] Any quantifier is always equal the boolean negative of the none quantifier","40","test_any_quantifier_is_always_equal_the_boolean_negative_of_the_none_quantifier[x % 2 = 0]","tests.tck","Thu May 14 13:59:24 CST 2026","passed","Thu May 14 13:59:24 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [6] An constant expression does not influence the order determined by other expression before and after the constant expression","137","test_an_constant_expression_does_not_influence_the_order_determined_by_other_expression_before_and_after_the_constant_expression[4 + ((a.num * 2) % 2) DESC, a.num ASC, a.text DESC-1-b]","tests.tck","Thu May 14 13:58:18 CST 2026","passed","Thu May 14 13:58:18 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [1] Sort by a boolean expression in ascending order","93","test_sort_by_a_boolean_expression_in_ascending_order[NOT (a.bool AND a.bool2) ASCENDING]","tests.tck","Thu May 14 13:58:04 CST 2026","failed","Thu May 14 13:58:04 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match2.feature: [2] Matching a relationship pattern using a label predicate on both sides","198","test_matching_a_relationship_pattern_using_a_label_predicate_on_both_sides","tests.tck","Thu May 14 13:56:27 CST 2026","broken","Thu May 14 13:56:27 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [11] Any quantifier with IS NULL predicate","26","test_any_quantifier_with_is_null_predicate[[null, 2]-true]","tests.tck","Thu May 14 13:59:36 CST 2026","passed","Thu May 14 13:59:36 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison2.feature: [3] Comparing across types yields null, except numbers","150","test_comparing_across_types_yields_null_except_numbers[>=-3.14-1]","tests.tck","Thu May 14 13:58:41 CST 2026","failed","Thu May 14 13:58:41 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [8] Fail on sorting by any number of undefined variables in any position","23","test_fail_on_sorting_by_any_number_of_undefined_variables_in_any_position[a, e DESC, f-never defined]","tests.tck","Thu May 14 13:58:22 CST 2026","failed","Thu May 14 13:58:22 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier1.feature: [6] None quantifier on list literal containing lists","9","test_none_quantifier_on_list_literal_containing_lists[[['a'], [1, 2, 3]]-size(x) = 3-false]","tests.tck","Thu May 14 13:59:21 CST 2026","passed","Thu May 14 13:59:21 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [5] Should construct local time","13","test_should_construct_local_time[{hour: 12}-'12:00']","tests.tck","Thu May 14 13:59:57 CST 2026","broken","Thu May 14 13:59:57 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List11.feature: [2] Create list from `range()` with explicitly given step","79","test_create_list_from_range_with_explicitly_given_step[0-1-1-[0, 1]]","tests.tck","Thu May 14 13:58:54 CST 2026","passed","Thu May 14 13:58:55 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [2] Should truncate datetime","28","test_should_truncate_datetime['week'-date({year: 1984, month: 10, day: 11})-{}-'1984-10-08T00:00Z']","tests.tck","Thu May 14 14:00:42 CST 2026","failed","Thu May 14 14:00:42 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [1] Should truncate date","91","test_should_truncate_date['weekYear'-date({year: 1984, month: 2, day: 1})-{}-'1984-01-02']","tests.tck","Thu May 14 14:00:37 CST 2026","failed","Thu May 14 14:00:37 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match3.feature: [27] Matching from null nodes should return no results owing to finding no matches","175","test_matching_from_null_nodes_should_return_no_results_owing_to_finding_no_matches","tests.tck","Thu May 14 13:56:37 CST 2026","failed","Thu May 14 13:56:37 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/merge/Merge1.feature: [3] Merge node with label when it exists","153","test_merge_node_with_label_when_it_exists","tests.tck","Thu May 14 13:57:12 CST 2026","passed","Thu May 14 13:57:12 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [20] Pairs of comparison operators and boolean negation that are associative in every combination of truth values","91","test_pairs_of_comparison_operators_and_boolean_negation_that_are_associative_in_every_combination_of_truth_values[=]","tests.tck","Thu May 14 13:59:13 CST 2026","passed","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [11] All quantifier with IS NULL predicate","31","test_all_quantifier_with_is_null_predicate[[0]-false]","tests.tck","Thu May 14 13:59:41 CST 2026","passed","Thu May 14 13:59:41 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal4.feature: [5] Should store time","106","test_should_store_time[time({hour: 12})-'12:00Z']","tests.tck","Thu May 14 14:00:27 CST 2026","failed","Thu May 14 14:00:27 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match2.feature: [13] Fail when matching a relationship variable bound to a value","88","test_fail_when_matching_a_relationship_variable_bound_to_a_value[[]]","tests.tck","Thu May 14 13:56:32 CST 2026","failed","Thu May 14 13:56:32 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/set/Set6.feature: [2] Skipping all results after setting a property on nodes affects the result set but not the side effects","141","test_skipping_all_results_after_setting_a_property_on_nodes_affects_the_result_set_but_not_the_side_effects","tests.tck","Thu May 14 13:57:44 CST 2026","broken","Thu May 14 13:57:44 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete5.feature: [2] Delete relationship from a list","134","test_delete_relationship_from_a_list","tests.tck","Thu May 14 13:56:13 CST 2026","failed","Thu May 14 13:56:13 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create1.feature: [5] Create a single node with multiple labels","88","test_create_a_single_node_with_multiple_labels","tests.tck","Thu May 14 13:56:05 CST 2026","broken","Thu May 14 13:56:05 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/IsEmptyFunctionAcceptance.feature: [12] isEmpty should not work for relationship","142","test_isempty_should_not_work_for_relationship","tests.tck","Thu May 14 14:01:12 CST 2026","broken","Thu May 14 14:01:12 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison1.feature: [7] Comparing maps to maps","79","test_comparing_maps_to_maps[{k: 1, l: null}-{k: 1, l: 1}-null]","tests.tck","Thu May 14 13:58:39 CST 2026","broken","Thu May 14 13:58:39 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/call/Call6.feature: [2] Project procedure results between query scopes with WITH clause","75","test_project_procedure_results_between_query_scopes_with_with_clause","tests.tck","Thu May 14 13:56:05 CST 2026","failed","Thu May 14 13:56:05 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [4] Should truncate localtime","16","test_should_truncate_localtime['minute'-datetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'})-{}-'12:31']","tests.tck","Thu May 14 14:00:47 CST 2026","failed","Thu May 14 14:00:47 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match6.feature: [8] Respecting direction when matching non-existent path with multiple directions","112","test_respecting_direction_when_matching_nonexistent_path_with_multiple_directions","tests.tck","Thu May 14 13:56:45 CST 2026","failed","Thu May 14 13:56:45 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [21] Comparison operators take precedence over binary boolean operators in every combination of truth values","0","test_comparison_operators_take_precedence_over_binary_boolean_operators_in_every_combination_of_truth_values[<=-AND]","tests.tck","Thu May 14 13:59:13 CST 2026","broken","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [3] Should compute duration between two temporals in months","13","test_should_compute_duration_between_two_temporals_in_months[date('1984-10-11')-localdatetime('2016-07-21T21:45:22.142')-'P31Y9M']","tests.tck","Thu May 14 14:00:08 CST 2026","failed","Thu May 14 14:00:08 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternExpressionAcceptance.feature: [21] Get node degree via size of pattern expression","165","test_get_node_degree_via_size_of_pattern_expression","tests.tck","Thu May 14 14:01:27 CST 2026","failed","Thu May 14 14:01:27 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/MatchAcceptance.feature: [13] Handle filtering with empty properties map","148","test_handle_filtering_with_empty_properties_map","tests.tck","Thu May 14 14:01:15 CST 2026","broken","Thu May 14 14:01:15 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete2.feature: [1] Delete relationships","147","test_delete_relationships","tests.tck","Thu May 14 13:56:12 CST 2026","broken","Thu May 14 13:56:12 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [7] All quantifier on list literal containing maps","56","test_all_quantifier_on_list_literal_containing_maps[[{a: 4}, {a: 4}, {a: 4}]-x.a = 2-false]","tests.tck","Thu May 14 13:59:40 CST 2026","passed","Thu May 14 13:59:40 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/string/String10.feature: [1] Finding exact matches with non-proper substring","257","test_finding_exact_matches_with_nonproper_substring","tests.tck","Thu May 14 13:59:47 CST 2026","passed","Thu May 14 13:59:47 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/string/String9.feature: [2] Finding end of string","169","test_finding_end_of_string","tests.tck","Thu May 14 13:59:52 CST 2026","passed","Thu May 14 13:59:52 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/SubqueryAcceptance.feature: [19] Sorting in a subquery","120","test_sorting_in_a_subquery","tests.tck","Thu May 14 14:01:38 CST 2026","failed","Thu May 14 14:01:38 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy1.feature: [9] Sort lists in ascending order","54","test_sort_lists_in_ascending_order","tests.tck","Thu May 14 13:57:52 CST 2026","passed","Thu May 14 13:57:52 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [5] Should truncate time","26","test_should_truncate_time['hour'-localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{}-'12:00Z']","tests.tck","Thu May 14 14:00:49 CST 2026","failed","Thu May 14 14:00:49 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison1.feature: [1] Number-typed integer comparison","145","test_numbertyped_integer_comparison","tests.tck","Thu May 14 13:58:36 CST 2026","passed","Thu May 14 13:58:36 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [1] Should truncate date","114","test_should_truncate_date['month'-date({year: 1984, month: 10, day: 11})-{day: 2}-'1984-10-02']","tests.tck","Thu May 14 14:00:38 CST 2026","failed","Thu May 14 14:00:38 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [4] Single quantifier on list literal containing floats","109","test_single_quantifier_on_list_literal_containing_floats[[1.1]-x = 2.1-false]","tests.tck","Thu May 14 13:59:28 CST 2026","passed","Thu May 14 13:59:28 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [9] Should construct date time with offset time zone","10","test_should_construct_date_time_with_offset_time_zone[{year: 1984, ordinalDay: 202, hour: 12, minute: 31, timezone: '+01:00'}-'1984-07-20T12:31+01:00']","tests.tck","Thu May 14 14:00:03 CST 2026","broken","Thu May 14 14:00:03 CST 2026","","test_expressions","",""
